relative_position,link,id,name,price,in_stock,page_position,category,change
2,https://www.pokemoncenter.com/en-ca/product/699-85214/pokemon-tcg-paldea-collection-quaxly,699-85214,New! Pokémon TCG: Paldea Collection (Quaxly),$25.99,NO,1-2,new-releases,New? couldn't find match
1214,https://www.pokemoncenter.com/en-ca/product/701-00995/pikachu-halloween-band-poke-plush-6-in,701-00995,Pikachu Halloween Band Poké Plush - 6 ½ In.,$19.99,NO,14-44,plush,Difference: NO used to be YES.  
791,https://www.pokemoncenter.com/en-ca/product/701-03746/exeggcute-sitting-cuties-plush-5-in,701-03746,Exeggcute Sitting Cuties Plush - 5 ¼ In.,$14.99,NO,9-71,plush,Difference: NO used to be YES.  
696,https://www.pokemoncenter.com/en-ca/product/701-03751/golbat-sitting-cuties-plush-8-in,701-03751,Golbat Sitting Cuties Plush - 8 ¾ In.,$14.99,NO,8-66,plush,Difference: NO used to be YES.  
821,https://www.pokemoncenter.com/en-ca/product/701-04151/sitting-pikachu-poke-plush-8-in,701-04151,Sitting Pikachu Poké Plush - 8 In.,$16.99,NO,10-11,plush,Difference: NO used to be YES.  
342,https://www.pokemoncenter.com/en-ca/product/701-05688/relicanth-sitting-cuties-plush-5-in,701-05688,Relicanth Sitting Cuties Plush - 5 ½ In.,$14.99,NO,4-72,plush,Difference: NO used to be YES.  
340,https://www.pokemoncenter.com/en-ca/product/701-05724/seviper-sitting-cuties-plush-6-in,701-05724,Seviper Sitting Cuties Plush - 6 ¼ In.,$14.99,NO,4-70,plush,Difference: NO used to be YES.  
422,https://www.pokemoncenter.com/en-ca/product/701-05793/beautifly-sitting-cuties-plush-6-in,701-05793,Beautifly Sitting Cuties Plush - 6 ¼ In.,$14.99,NO,5-62,plush,Difference: NO used to be YES.  
344,https://www.pokemoncenter.com/en-ca/product/701-05807/grovyle-sitting-cuties-plush-6-in,701-05807,Grovyle Sitting Cuties Plush - 6 In.,$14.99,NO,4-74,plush,Difference: NO used to be YES.  
367,https://www.pokemoncenter.com/en-ca/product/701-09368/torchic-pokemon-happy-spring-plush-key-chain,701-09368,Torchic Pokémon Happy Spring Plush Key Chain,$15.99,NO,5-7,plush,Difference: NO used to be YES.  
368,https://www.pokemoncenter.com/en-ca/product/701-09372/scorbunny-pokemon-happy-spring-plush-9-in,701-09372,Scorbunny Pokémon Happy Spring Plush - 9 ¾ In.,$20.99,NO,5-8,plush,Difference: NO used to be YES.  
254,https://www.pokemoncenter.com/en-ca/product/701-29217/cinccino-comfy-friends-plush-13-in,701-29217,Cinccino Comfy Friends Plush - 13 ¾ In.,$46.99,NO,3-74,plush,Difference: NO used to be YES.  
239,https://www.pokemoncenter.com/en-ca/product/701-29233/slowpoke-microbead-plush-key-chain,701-29233,Slowpoke Microbead Plush Key Chain,$14.99,NO,3-59,plush,Difference: NO used to be YES.  
172,https://www.pokemoncenter.com/en-ca/product/701-29522/buizel-sitting-cuties-plush-6-in,701-29522,Buizel Sitting Cuties Plush - 6 In.,$14.99,YES,2-82,plush,Difference: YES used to be NO.  
257,https://www.pokemoncenter.com/en-ca/product/701-29670/arcanine-poke-plush-59-in,701-29670,Arcanine Poké Plush - 59 In.,$584.99,NO,3-77,plush,Difference: NO used to be YES.  
99,https://www.pokemoncenter.com/en-ca/product/701-95250/basculegion-poke-plush-15-in,701-95250,Basculegion Poké Plush - 15 In.,$25.99,NO,2-9,plush,Difference: NO used to be YES.  
79,https://www.pokemoncenter.com/en-ca/product/701-95682/banette-sitting-cuties-plush-6-in,701-95682,Banette Sitting Cuties Plush - 6 In.,$14.99,NO,1-79,plush,Difference: NO used to be YES.  
37,https://www.pokemoncenter.com/en-ca/product/701-95855/hisuian-zorua-poke-plush-11-in,701-95855,Hisuian Zorua Poké Plush - 11 ¼ In.,$21.99,NO,1-37,plush,Difference: NO used to be YES.  
28,https://www.pokemoncenter.com/en-ca/product/703-29965/ocean-of-friendship-figure,703-29965,Ocean of Friendship Figure,$454.99,YES,1-28,figures-and-pins,missing! might have been delisted
260,https://www.pokemoncenter.com/en-ca/product/705-09358/pokemon-tcg-sirfetch-d-strike-playmat,705-09358,Pokémon TCG: Sirfetch'd Strike Playmat,$32.99,NO,3-80,trading-card-game,Difference: NO used to be YES.  
88,https://www.pokemoncenter.com/en-ca/product/705-95334/pokemon-tcg-vulpix-seasons-double-deck-box,705-95334,Pokémon TCG: Vulpix Seasons Double Deck Box,$16.99,NO,1-88,trading-card-game,Difference: NO used to be YES.  
278,https://www.pokemoncenter.com/en-ca/product/710-07994/pokemon-winter-wonders-ornaments-2-pack,710-07994,Pokémon Winter Wonders Ornaments (2-Pack),$32.99,YES,4-8,home,Difference: YES used to be NO.  
214,https://www.pokemoncenter.com/en-ca/product/710-08375/ivysaur-charmeleon-and-wartortle-pokemon-pins-3-pack,710-08375,Ivysaur%2C Charmeleon & Wartortle Pokémon Pins (3-Pack),$24.99,NO,3-34,figures-and-pins,Difference: NO used to be YES.  
106,https://www.pokemoncenter.com/en-ca/product/710-08466/jynx-pokemon-pixel-pin,710-08466,Jynx Pokémon Pixel Pin,$10.49,NO,2-16,figures-and-pins,Difference: NO used to be YES.  
138,https://www.pokemoncenter.com/en-ca/product/710-08478/hitmonlee-and-hitmonchan-pokemon-pixel-pins-2-pack,710-08478,Hitmonlee & Hitmonchan Pokémon Pixel Pins (2-Pack),$16.99,NO,2-48,figures-and-pins,Difference: NO used to be YES.  
241,https://www.pokemoncenter.com/en-ca/product/710-08515/charmander-charmeleon-and-charizard-pokemon-pixel-pins-3-pack,710-08515,Charmander%2C Charmeleon & Charizard Pokémon Pixel Pins (3-Pack),$24.99,NO,3-61,figures-and-pins,Difference: NO used to be YES.  
197,https://www.pokemoncenter.com/en-ca/product/710-08550/popplio-brionne-and-primarina-evolution-pokemon-pin,710-08550,Popplio%2C Brionne & Primarina Evolution Pokémon Pin,$12.99,NO,3-17,figures-and-pins,Difference: NO used to be YES.  
228,https://www.pokemoncenter.com/en-ca/product/710-08764/pokemon-pixel-pins-black-and-white-lanyard,710-08764,Pokémon Pixel Pins Black & White Lanyard,$10.49,NO,3-48,figures-and-pins,Difference: NO used to be YES.  
17,https://www.pokemoncenter.com/en-ca/product/710-96102/pikachu-and-yamper-electric-pals-pokemon-pins-and-greeting-card,710-96102,Pikachu & Yamper Electric Pals Pokémon Pins & Greeting Card,$19.99,YES,1-17,new-releases,Difference: Pikachu & Yamper Electric Pals Pokémon Pins & Greeting Card used to be New! Pikachu & Yamper Electric Pals Pokémon Pins & Greeting Card.  
5,https://www.pokemoncenter.com/en-ca/product/710-96103/pikachu-and-yamper-electric-pals-pokemon-pin-box-set-3-pack,710-96103,Pikachu & Yamper Electric Pals Pokémon Pin Box Set (3-Pack),$64.99,YES,1-5,figures-and-pins,Difference: Pikachu & Yamper Electric Pals Pokémon Pin Box Set (3-Pack) used to be New! Pikachu & Yamper Electric Pals Pokémon Pin Box Set (3-Pack).  
2,https://www.pokemoncenter.com/en-ca/product/710-96526/pokemon-giant-pins-eevee-oversize-pin,710-96526,New! Pokémon Giant Pins: Eevee Oversize Pin,$32.99,YES,1-2,figures-and-pins,New? couldn't find match
9,https://www.pokemoncenter.com/en-ca/product/710-96527/pokemon-giant-pins-pikachu-oversize-pin,710-96527,New! Pokémon Giant Pins: Pikachu Oversize Pin,$32.99,YES,1-9,new-releases,New? couldn't find match
4,https://www.pokemoncenter.com/en-ca/product/710-96528/grubbin-charjabug-and-vikavolt-pokemon-pins-3-pack,710-96528,New! Grubbin%2C Charjabug & Vikavolt Pokémon Pins (3-Pack),$24.99,YES,1-4,figures-and-pins,New? couldn't find match
7,https://www.pokemoncenter.com/en-ca/product/710-96529/gothita-gothorita-and-gothitelle-pokemon-pins-3-pack,710-96529,New! Gothita%2C Gothorita & Gothitelle Pokémon Pins (3-Pack),$24.99,YES,1-7,new-releases,New? couldn't find match
1,https://www.pokemoncenter.com/en-ca/product/710-97024/love-ball-by-the-wand-company,710-97024,New! Love Ball by The Wand Company,$129.99,YES,1-1,new-releases,New? couldn't find match
230,https://www.pokemoncenter.com/en-ca/product/741-94590/forms-of-charizard-flat-bill-hat-one-size-adult,741-94590,Forms of Charizard Flat-Bill Hat (One Size-Adult),$32.99,YES,3-50,new-releases,missing! might have been delisted
231,https://www.pokemoncenter.com/en-ca/product/741-94591/gigantamax-charizard-red-and-orange-flat-bill-hat-one-size-adult,741-94591,Gigantamax Charizard Red & Orange Flat-Bill Hat (One Size-Adult),$32.99,YES,3-51,new-releases,missing! might have been delisted
11,https://www.pokemoncenter.com/en-ca/product/741-96052/pikachu-and-yamper-electric-pals-black-sleep-pants-men,741-96052,Pikachu & Yamper Electric Pals Black Sleep Pants - Men,$38.99,YES,1-11,new-releases,Difference: Pikachu & Yamper Electric Pals Black Sleep Pants - Men used to be New! Pikachu & Yamper Electric Pals Black Sleep Pants - Men.  
10,https://www.pokemoncenter.com/en-ca/product/741-96058/pikachu-and-yamper-electric-pals-black-sleep-pants-women,741-96058,Pikachu & Yamper Electric Pals Black Sleep Pants - Women,$38.99,YES,1-10,new-releases,Difference: Pikachu & Yamper Electric Pals Black Sleep Pants - Women used to be New! Pikachu & Yamper Electric Pals Black Sleep Pants - Women.  
15,https://www.pokemoncenter.com/en-ca/product/741-96066/pikachu-and-yamper-electric-pals-black-sleep-shorts-women,741-96066,Pikachu & Yamper Electric Pals Black Sleep Shorts - Women,$25.99,YES,1-15,new-releases,Difference: Pikachu & Yamper Electric Pals Black Sleep Shorts - Women used to be New! Pikachu & Yamper Electric Pals Black Sleep Shorts - Women.  
19,https://www.pokemoncenter.com/en-ca/product/741-96072/pikachu-and-yamper-electric-pals-black-crew-neck-sweatshirt-women,741-96072,Pikachu & Yamper Electric Pals Black Crew Neck Sweatshirt - Women,$64.99,YES,1-19,new-releases,Difference: Pikachu & Yamper Electric Pals Black Crew Neck Sweatshirt - Women used to be New! Pikachu & Yamper Electric Pals Black Crew Neck Sweatshirt - Women.  
14,https://www.pokemoncenter.com/en-ca/product/741-96078/pikachu-and-yamper-electric-pals-black-relaxed-fit-crew-neck-t-shirt-men,741-96078,Pikachu & Yamper Electric Pals Black Relaxed Fit Crew Neck T-Shirt - Men,$32.99,YES,1-14,new-releases,Difference: Pikachu & Yamper Electric Pals Black Relaxed Fit Crew Neck T-Shirt - Men used to be New! Pikachu & Yamper Electric Pals Black Relaxed Fit Crew Neck T-Shirt - Men.  
13,https://www.pokemoncenter.com/en-ca/product/741-96084/pikachu-and-yamper-electric-pals-black-relaxed-fit-scoop-neck-t-shirt-women,741-96084,Pikachu & Yamper Electric Pals Black Relaxed Fit Scoop Neck T-Shirt - Women,$32.99,YES,1-13,new-releases,Difference: Pikachu & Yamper Electric Pals Black Relaxed Fit Scoop Neck T-Shirt - Women used to be New! Pikachu & Yamper Electric Pals Black Relaxed Fit Scoop Neck T-Shirt - Women.  
16,https://www.pokemoncenter.com/en-ca/product/741-96090/pokemon-friends-forever-white-relaxed-fit-scoop-neck-t-shirt-women,741-96090,Pokémon Friends Forever White Relaxed Fit Scoop Neck T-Shirt - Women,$32.99,YES,1-16,new-releases,Difference: Pokémon Friends Forever White Relaxed Fit Scoop Neck T-Shirt - Women used to be New! Pokémon Friends Forever White Relaxed Fit Scoop Neck T-Shirt - Women.  
12,https://www.pokemoncenter.com/en-ca/product/741-96096/pikachu-and-yamper-electric-pals-black-relaxed-fit-scoop-neck-tank-top-women,741-96096,Pikachu & Yamper Electric Pals Black Relaxed Fit Scoop Neck Tank Top - Women,$25.99,YES,1-12,new-releases,Difference: Pikachu & Yamper Electric Pals Black Relaxed Fit Scoop Neck Tank Top - Women used to be New! Pikachu & Yamper Electric Pals Black Relaxed Fit Scoop Neck Tank Top - Women.  
80,https://www.pokemoncenter.com/en-ca/product/741-96156/puma-pokemon-bulbasaur-charmander-squirtle-and-pikachu-puma-black-french-terry-shorts-adult,741-96156,PUMA × Pokémon: Bulbasaur%2C Charmander%2C Squirtle & Pikachu Puma Black French Terry Shorts - Adult,$71.99,NO,1-80,new-releases,Difference: NO used to be YES.  
97,https://www.pokemoncenter.com/en-ca/product/741-96487/puma-pokemon-venusaur-charizard-and-blastoise-puma-white-t-shirt-youth,741-96487,PUMA × Pokémon: Venusaur%2C Charizard & Blastoise Puma White T-Shirt - Youth,$32.99,NO,2-7,new-releases,Difference: NO used to be YES.  
8,https://www.pokemoncenter.com/en-ca/product/741-96998/sprigatito-forest-relaxed-fit-crew-neck-t-shirt-adult,741-96998,Sprigatito Forest Relaxed Fit Crew Neck T-Shirt - Adult,$32.99,NO,1-8,clothing,Difference: NO used to be YES.  
